Date,Open,Close,Change,% Change,Up/Down
2016-11-07,2100.590088,2164.449951,63.85986300000013,0.030400916087727506,up
2016-11-14,2165.639893,2181.899902,16.260009000000082,0.007508177630342572,up
2016-11-21,2186.429932,2213.350098,26.92016599999988,0.012312384497670643,up
2016-11-28,2210.209961,2191.949951,-18.260009999999966,-0.008261663064688344,down
2016-12-05,2200.649902,2259.530029,58.8801269999999,0.026755790162937013,up
2016-12-12,2258.830078,2258.070068,-0.7600099999999657,-0.00033646178497538393,down
2016-12-19,2259.23999,2263.790039,4.5500489999999445,0.002013973291965297,up
2016-12-26,2266.22998,2238.830078,-27.39990200000011,-0.012090521368886008,down
2017-01-02,2251.570068,2276.97998,25.409912000000077,0.011285419166444557,up
2017-01-09,2273.590088,2274.639893,1.0498050000001058,0.00046173890603278607,up
2017-01-16,2269.139893,2271.310059,2.170165999999881,0.0009563826393844467,up
2017-01-23,2267.780029,2294.689941,26.909912000000077,0.011866191454144814,up
2017-01-30,2286.01001,2297.419922,11.409912000000077,0.0049911907428612165,up
2017-02-06,2294.280029,2316.100098,21.820068999999876,0.009510638947378414,up
2017-02-13,2321.719971,2351.159912,29.43994100000009,0.012680229040421211,up
2017-02-20,2354.909912,2367.340088,12.430175999999847,0.005278408289276353,up
2017-02-27,2365.22998,2383.1201170000004,17.890137000000323,0.0075638044297072216,up
2017-03-06,2375.22998,2372.600098,-2.6298820000001797,-0.0011072115214713564,down
2017-03-13,2371.560059,2378.25,6.68994100000009,0.0028209030484435604,up
2017-03-20,2378.23999,2343.97998,-34.260009999999966,-0.014405615137267945,down
2017-03-27,2329.110107,2362.719971,33.609864000000016,0.01443034569254051,up
2017-04-03,2362.340088,2355.540039,-6.8000489999999445,-0.002878522459379246,down
2017-04-10,2357.159912,2328.949951,-28.20996100000002,-0.011967775650852839,down
2017-04-17,2332.6201170000004,2348.689941,16.0698239999997,0.006889173201793019,up
2017-04-24,2370.330078,2384.199951,13.869873000000098,0.005851452136869901,up
2017-05-01,2388.5,2399.290039,10.790038999999979,0.004517495917940121,up
2017-05-08,2399.939941,2390.899902,-9.040038999999979,-0.0037667771786960643,down
2017-05-15,2393.97998,2381.72998,-12.25,-0.005117001855629553,down
2017-05-22,2387.209961,2415.820068,28.61010699999997,0.011984746824705449,up
2017-05-29,2411.669922,2439.070068,27.40014599999995,0.011361482659814817,up
2017-06-05,2437.830078,2431.77002,-6.060058000000026,-0.002485841016848766,down
