Date,Open,Close,Change,% Change,Up/Down
2016-12-01,2200.169922,2238.830078,38.660155999999915,0.017571441011636515,up
2017-01-01,2251.570068,2278.8701170000004,27.3000490000004,0.012124894262895486,up
2017-02-01,2285.590088,2363.639893,78.0498050000001,0.03414864520536025,up
2017-03-01,2380.1298829999996,2362.719971,-17.409911999999622,-0.007314689893332861,down
2017-04-01,2362.340088,2384.199951,21.859863000000132,0.009253478409413561,up
2017-05-01,2388.5,2411.800049,23.300048999999944,0.009755096922754844,up
2017-06-01,2415.649902,2423.409912,7.760009999999966,0.0032123901702706113,up
2017-07-01,2431.389893,2470.300049,38.910155999999915,0.01600325645509291,up
2017-08-01,2477.100098,2471.649902,-5.450195999999778,-0.00220023244292802,down
2017-09-01,2474.419922,2519.360107,44.94018499999993,0.018161907201133472,up
2017-10-01,2521.199951,2575.26001,54.06005899999991,0.021442194213337866,up
2017-11-01,2583.209961,2584.840088,1.6301269999999022,0.0006310470401596219,up
2017-12-01,2645.100098,2673.610107,28.510009000000082,0.010778423478777582,up
2018-01-01,2683.72998,2823.810059,140.08007899999984,0.0521960406016703,up
2018-02-01,2816.449951,2713.830078,-102.6198730000001,-0.03643589440088016,down
2018-03-01,2715.219971,2640.8701170000004,-74.3498539999996,-0.027382626378008323,down
2018-04-01,2633.449951,2648.050049,14.600097999999889,0.005544095491336675,up
2018-05-01,2642.959961,2705.27002,62.31005899999991,0.02357586188192728,up
2018-06-01,2718.699951,2718.3701170000004,-0.32983399999966423,-0.0001213204862413536,down
2018-07-01,2704.949951,2816.290039,111.34008799999992,0.04116160742968213,up
2018-08-01,2821.169922,2901.52002,80.35009799999989,0.028481126703292524,up
2018-09-01,2896.959961,2913.97998,17.020019000000048,0.005875130905891056,up
2018-10-01,2926.290039,2711.73999,-214.55004899999994,-0.07331810795942771,down
2018-11-01,2717.580078,2760.169922,42.589844000000085,0.015671973880285447,up
2018-12-01,2790.5,2506.850098,-283.6499020000001,-0.10164841497939442,down
2019-01-01,2476.959961,2704.100098,227.14013699999987,0.09170117425244884,up
2019-02-01,2702.320068,2784.48999,82.16992200000004,0.03040717603108147,up
2019-03-01,2798.219971,2834.399902,36.179931000000124,0.012929623608922533,up
2019-04-01,2848.6298829999996,2945.830078,97.20019500000035,0.034121735357783706,up
2019-05-01,2952.330078,2752.060059,-200.27001900000005,-0.0678345624333676,down
2019-06-01,2751.530029,2941.76001,190.22998099999995,0.06913607301939424,up
2019-07-01,2971.409912,2980.3798829999996,8.969970999999532,0.0030187591970311537,up
2019-08-01,2980.320068,2926.459961,-53.86010699999997,-0.018071920388115836,down
2019-09-01,2909.01001,2976.73999,67.72998000000007,0.023282828098621797,up
2019-10-01,2983.689941,3037.560059,53.87011799999982,0.01805486463581566,up
2019-11-01,3050.719971,3140.97998,90.26000900000008,0.0295864615100722,up
2019-12-01,3143.850098,3230.780029,86.92993100000012,0.027650787502655327,up
2020-01-01,3244.669922,3225.52002,-19.14990200000011,-0.005901956889407166,down
2020-02-01,3235.659912,2954.219971,-281.4399410000001,-0.08698069285842797,down
2020-03-01,2974.280029,2584.590088,-389.6899410000001,-0.13101992320844785,down
2020-04-01,2498.080078,2912.429932,414.34985400000005,0.16586732252864156,up
2020-05-01,2869.090088,3044.310059,175.219971,0.061071617002498246,up
2020-06-01,3038.780029,3100.290039,61.510009999999966,0.020241679033359203,up
2020-07-01,3105.919922,3271.1201170000004,165.20019500000035,0.05318881334636043,up
2020-08-01,3288.26001,3500.3100590000004,212.0500490000004,0.06448700782636724,up
2020-09-01,3507.4399409999996,3363.0,-144.43994099999964,-0.04118101619120487,down
2020-10-01,3385.8701170000004,3269.959961,-115.91015600000037,-0.034233491538269885,down
2020-11-01,,,,,down
